position,rank,name,lastName,uri,imageUri,worth,salary,managementAssets,government,title,pay,headquarters,state,age,source,industry,gender,country,timestamp,squareImage,worthChange,realTimeWorth,realTimeRank,realTimePosition
,,Ugur Sahin,Sahin,ugur-sahin,no-pic,,,,,,,,,58,Biotechnology,Healthcare,M,Germany,1708230002206,https://specials-images.forbesimg.com/imageserve/5faaad52aa84d3f884e5b879/416x416.jpg?background=000000&cropX1=765&cropX2=3079&cropY1=689&cropY2=3002,0.0,3610.676,834,834
,,Ulrich Mommert & family,Mommert,ulrich-mommert,no-pic,,,,,,,,,83,Lighting,Automotive,M,Austria,1708230002206,,0.0,1184.834,2303,2303
,,Ulrike Baro,Baro,ulrike-baro,no-pic-female,,,,,,,,,,Biopharmaceuticals,Healthcare,F,Germany,1708230002206,,0.0,2323.419,1349,1349
,,Ulrike Meister,Meister,ulrike-meister,no-pic-female,,,,,,,,,56,Appliances,Manufacturing,F,Germany,1708230002206,,0.0,1661.346,1796,1796
,,V. Prem Watsa,Watsa,v-prem-watsa,v-prem-watsa,,,,,,,,Ontario,73,"Insurance, investments",Finance & Investments,M,Canada,1708230002206,//specials-images.forbesimg.com/imageserve/5c6daf1731358e35dd26a412/416x416.jpg?background=000000&cropX1=986&cropX2=2987&cropY1=0&cropY2=2000,-0.024,1576.821,1866,1866
,,Vadim Novinsky,Novinsky,vadim-novinsky,vadim-novinsky,,,,,,,,,60,Steel,Metals & Mining,M,Ukraine,1708230002206,//specials-images.forbesimg.com/imageserve/5c7266e44bbe6f51818abcba/416x416.jpg?background=000000&cropX1=192&cropX2=2252&cropY1=27&cropY2=2087,-0.066,1368.024,2101,2101
,,Valentin Kipyatkov,Kipyatkov,valentin-kipyatkov,no-pic,,,,,,,,,47,Software,Technology,M,Cyprus,1708230002206,,0.0,1792.0,1690,1690
,,Venu Srinivasan,Srinivasan,venu-srinivasan-1,no-pic,,,,,,,,,71,Two-wheelers,Automotive,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/6206b0dceadff53dd4d9ed04/416x416.jpg?background=000000&cropX1=48&cropX2=1595&cropY1=0&cropY2=1546,0.0,3695.835,815,815
,,Vera Rechulski Santo Domingo,Rechulski Santo Domingo,vera-rechulski-santo-domingo,no-pic-female,,,,,,,,,75,Beer,Food & Beverage,F,Brazil,1708230002206,,0.0,1119.34,2391,2391
,,Veronica Squinzi,Squinzi,veronica-squinzi,no-pic-female,,,,,,,,,52,Chemical products,Construction & Engineering,F,Italy,1708230002206,,0.0,1204.378,2283,2284
,,Vicky Safra & family,Safra,vicky-safra,no-pic-female,,,,,,,,,71,Banking,Finance & Investments,F,Brazil,1708230002206,,0.0,15958.534,112,112
,,Vinod Adani,Adani,vinod-adani,no-pic,,,,,,,,,75,"Infrastructure, commodities",Diversified,M,Cyprus,1708230002206,,0.0,26568.257,63,63
,,Vinod Saraf,Saraf,vinod-saraf,no-pic,,,,,,,,,71,Chemicals,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/5f7b7155a2e7e6ce8c99bc10/416x416.jpg?background=000000&cropX1=265&cropX2=631&cropY1=72&cropY2=438,0.0,1680.416,1777,1777
,,Vitaly Orlov,Orlov,vitaly-orlov,no-pic,,,,,,,,,59,Fisheries,Food & Beverage,M,Russia,1708230002206,,0.0,1239.916,2246,2246
,,Vivek Jain,Jain,vivek-jain,no-pic,,,,,,,,,68,Chemicals,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/63481468607e9c9680de06ab/416x416.jpg?background=000000&cropX1=194&cropX2=655&cropY1=77&cropY2=538,0.0,3933.114,766,766
,,Vladimir Litvinenko & family,Litvinenko,vladimir-litvinenko,no-pic,,,,,,,,,68,Chemical industry,Manufacturing,M,Russia,1708230002206,,0.0,3029.689,1044,1044
,,Vyacheslav Kim,Kim,vyacheslav-kim,no-pic,,,,,,,,,54,Fintech ,Finance & Investments,M,Kazakhstan,1708230002206,,0.0,4475.002,656,656
,,Walter Frey,Frey,walter-frey,walter-frey,,,,,,,,,80,Car dealerships,Automotive,M,Switzerland,1708230002206,,0.0,3357.683,923,923
,,Wang Jianyi,Wang,wang-jianyi,wang-jianyi,,,,,,,,Zhejiang,61,Fiber optic cables,Technology,M,China,1708230002206,,0.0,1112.084,2399,2399
,,Wang Junlin & family,Wang,wang-junlin,no-pic,,,,,,,,Sichuan,61,Liquor,Food & Beverage,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/654a69bbcadefc39c7238677/416x416.jpg?background=000000&cropX1=891&cropX2=3454&cropY1=927&cropY2=3490,0.0,3966.804,762,762
,,Wang Junshi & family,Wang,wang-junshi,no-pic,,,,,,,,Zhejiang,75,Solar inverters,Manufacturing,M,China,1708230002206,,0.0,2143.785,1444,1444
,,Wang Ning & family,Wang,wang-ning,no-pic,,,,,,,,Beijing,37,Toys,Media & Entertainment,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/606c82db99e962b0d731e4a3/416x416.jpg?background=000000&cropX1=585&cropX2=2019&cropY1=265&cropY2=1700,0.0,1647.236,1813,1813
,,Wang Shih-Chung,Wang,wang-shih-chung,no-pic,,,,,,,,,62,Pneumatic equipments,Manufacturing,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/643ffdd6424d6679be76b61d/416x416.jpg?background=000000&cropX1=15&cropX2=1112&cropY1=112&cropY2=1208,0.0,1175.755,2313,2313
,,Wang Xiaokun,Wang,wang-xiaokun,no-pic,,,,,,,,Sichuan,41,tea drinks,Food & Beverage,M,China,1708230002206,,0.0,1152.629,2340,2340
,,Wang Xicheng & family,Wang,wang-xicheng,no-pic,,,,,,,,Shandong,75,Tires,Manufacturing,M,China,1708230002206,,0.0,2317.573,1351,1351
,,Wang Zhenghua,Wang,wang-zhenghua,wang-zhenghua,,,,,,,,Shanghai,79,Budget airline,Service,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5c6f1f60a7ea431000431960/416x416.jpg?background=000000&cropX1=574&cropX2=1888&cropY1=20&cropY2=1333,0.0,1837.998,1650,1650
,,Wayne Rothbaum,Rothbaum,wayne-rothbaum,no-pic,,,,,,,FL,Florida,56,Biotech investing,Healthcare,M,United States,1708230002206,,0.0,2892.209,1097,1097
,,Weijian Shan,Shan,weijian-shan,no-pic,,,,,,,,,70,private equity,Finance & Investments,M,Hong Kong,1708230002206,https://specials-images.forbesimg.com/imageserve/65738d5f47128f418bedfdf9/416x416.jpg?background=000000&cropX1=699&cropX2=2526&cropY1=24&cropY2=1853,0.0,1060.0,2471,2471
,,Weili Dai,Dai,weili-dai,weili-dai,,,,,,,NV,Nevada,62,Semiconductors,Technology,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5f7795846ea7a40aa16a3686/416x416.jpg?background=000000&cropX1=738&cropX2=2200&cropY1=0&cropY2=1462,0.0,1256.802,2230,2230
,,Weng Xianding,Weng,weng-xianding,no-pic,,,,,,,,Guangdong,62,Medical devices,Healthcare,M,China,1708230002206,,0.0,1968.668,1571,1571
,,Werner O. Weber,Weber,werner-o-weber,no-pic,,,,,,,,,85,Electronic components,Manufacturing,M,Switzerland,1708230002206,,0.0,1315.371,2161,2161
,,Will Adderley,Adderley,will-adderley,no-pic,,,,,,,,,51,Home furnishings,Fashion & Retail,M,United Kingdom,1708230002206,,0.0,1878.544,1624,1624
,,William Boyd & family,Boyd,william-boyd,no-pic,,,,,,,NV,Nevada,92,"Casinos, banking",Gambling & Casinos,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/620bc515bc7a6c2b688590b4/416x416.jpg?background=000000&cropX1=362&cropX2=2092&cropY1=86&cropY2=1816,0.0,2248.769,1388,1388
,,William Fisher,Fisher,william-fisher,william-fisher,,,,,,,CA,California,66,Gap,Fashion & Retail,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5a84b89f31358e4955ad7c18/416x416.jpg?background=000000&cropX1=1610&cropX2=2325&cropY1=453&cropY2=1168,0.0,1463.503,1990,1990
,,William Foley II,Foley,william-foley-ii,no-pic,,,,,,,NV,Nevada,79,Financial services,Finance & Investments,M,United States,1708230002206,,0.0,1738.146,1726,1726
,,William Franke,Franke,william-franke,no-pic,,,,,,,TX,Texas,86,Low-cost airlines,Diversified,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62446aa0f98fefa9bd4ab6ab/416x416.jpg?background=000000&cropX1=0&cropX2=802&cropY1=0&cropY2=802,0.0,1798.478,1686,1686
,,William Fung,Fung,william-fung,william-fung,,,,,,,,,74,Sourcing,Logistics,M,Hong Kong,1708230002206,//specials-images.forbesimg.com/imageserve/5c705c7aa7ea431000433675/416x416.jpg?background=000000&cropX1=147&cropX2=776&cropY1=0&cropY2=629,0.0,1050.046,2484,2484
,,William Goldring & family,Goldring,william-goldring,no-pic,,,,,,,LA,Louisiana,81,alcohol,Food & Beverage,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6515b6f3b77f0c25b8e544a3/416x416.jpg?background=000000&cropX1=831&cropX2=1440&cropY1=135&cropY2=743,0.0,6000.0,471,471
,,William Heinecke,Heinecke,william-heinecke,william-heinecke,,,,,,,,,74,Hotels,Real Estate,M,Thailand,1708230002206,https://specials-images.forbesimg.com/imageserve/5e780fe0c7b02d000666e373/416x416.jpg?background=000000&cropX1=65&cropX2=861&cropY1=149&cropY2=945,0.0,1538.075,1902,1902
,,William Li,Li,william-li,no-pic,,,,,,,,Beijing,49,Electric vehicles,Automotive,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5a86c00e31358e4955ad9b06/416x416.jpg?background=000000&cropX1=446&cropX2=2439&cropY1=9&cropY2=2000,0.0,1031.018,2504,2504
,,William MacMillan,MacMillan,william-macmillan,no-pic,,,,,,,CO,Colorado,69,Cargill,Food & Beverage,M,United States,1708230002206,,0.0,1312.669,2166,2169
,,William Teh Lee Pang,Pang,william-teh-lee-pang,no-pic,,,,,,,,,,Banking,Finance & Investments,M,Malaysia,1708230002206,,0.0,1377.518,2090,2093
,,Willis Johnson,Johnson,willis-johnson,no-pic,,,,,,,TN,Tennessee,76,Damaged cars,Automotive,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5fb52b8651290292eff9b3a4/416x416.jpg?background=000000&cropX1=1641&cropX2=3326&cropY1=237&cropY2=1921,0.0,3102.17,1019,1019
,,Wirastuty Fangiono,Fangiono,wirastuty-fangiono,no-pic-female,,,,,,,,,51,Palm oil,Manufacturing,F,Indonesia,1708230002206,,0.0,1219.275,2267,2267
,,Wu Guangming,Wu,wu-guangming,wu-guangming,,,,,,,,Jiangsu,61,Medical equipment,Healthcare,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/88d81f9606a4339ce991b3b4fe569c67/416x416.jpg?background=000000&cropX1=195&cropX2=712&cropY1=95&cropY2=612,0.0,3043.069,1042,1042
,,Wu Kai,Wu,wu-kai,no-pic,,,,,,,,Fujian,56,Batteries,Energy,M,China,1708230002206,,0.0,1653.487,1802,1802
,,Wu Li-gann,Wu,wu-li-gann,no-pic,,,,,,,,,83,Electronic components,Manufacturing,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/63a0cf3319ae5f47238ceb60/416x416.jpg?background=000000&cropX1=539&cropX2=1152&cropY1=240&cropY2=853,0.0,1560.884,1880,1880
,,Wu Xiangdong,Wu,wu-xiangdong,no-pic,,,,,,,,,55,Liquor,Food & Beverage,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/644c32c647a4003657ad4711/416x416.jpg?background=000000&cropX1=58&cropX2=900&cropY1=54&cropY2=896,0.0,3104.572,1017,1017
,,Wu Yingming,Wu,wu-yingming,no-pic,,,,,,,,Fujian,57,Batteries,Energy,M,China,1708230002206,,0.0,1326.229,2147,2147
,,Xia Zuoquan,Xia,xia-zuoquan,xia-zuoquan,,,,,,,,Guangdong,62,"Automobiles, batteries",Automotive,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772,0.0,2826.606,1114,1114
,,Xiang Wenbo,Xiang,xiang-wenbo,xiang-wenbo,,,,,,,,Hunan,61,Manufacturing,Manufacturing,M,China,1708230002206,,0.0,1061.506,2469,2469
,,Xiao Yongming & family,Xiao,xiao-yongming,no-pic,,,,,,,,Beijing,59,Fertilizer,Diversified,M,China,1708230002206,,0.0,3666.433,825,825
,,Xie Bingkun & family,Xie,xie-bingkun,no-pic,,,,,,,,Fujian,57,Pearlescent pigments,Fashion & Retail,M,China,1708230002206,,0.0,1939.176,1590,1590
,,Xie Bingzheng & family,Xie,xie-bingzheng,no-pic,,,,,,,,Guangdong,55,Apparel,Fashion & Retail,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/647600f17bac6d9962569957/416x416.jpg?background=000000&cropX1=229&cropX2=944&cropY1=191&cropY2=907,0.0,1020.284,2521,2521
,,Xie Liangzhi & family,Xie,xie-liangzhi,no-pic,,,,,,,,Beijing,58,Biotech ,Healthcare,M,China,1708230002206,,0.0,2674.688,1193,1193
,,Xie Weitong,Xie,xie-weitong,no-pic,,,,,,,,,67,Cobalt,Metals & Mining,M,Taiwan,1708230002206,,0.0,2429.306,1303,1303
,,Xu Chuanhua & family,Xu,xu-chuanhua,no-pic,,,,,,,,Zhejiang,89,"Chemicals, logistics",Manufacturing,M,China,1708230002206,,0.0,1457.695,1998,1998
,,Xu Jinfu & family,Xu,xu-jinfu,no-pic,,,,,,,,Guangdong,60,Chemicals,Manufacturing,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/654a6cbee56ac5d383d8de75/416x416.jpg?background=000000&cropX1=170&cropX2=1468&cropY1=167&cropY2=1467,0.0,1851.431,1642,1642
,,Xu Wanmao,Xu,xu-wanmao,no-pic,,,,,,,,Zhejiang,79,Education,Service,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5e791738d8e1ae0007b74f1b/416x416.jpg?background=000000&cropX1=289&cropX2=891&cropY1=46&cropY2=648,0.0,1012.007,2532,2532
,,Xu Yuejuan,Xu,xu-yuejuan,no-pic-female,,,,,,,,Zhejiang,62,Petro Fibre,Manufacturing,F,China,1708230002206,,0.0,1009.485,2534,2534
,,Xu Zhenhua,Xu,xu-zhenhua,no-pic,,,,,,,,Shanghai,,Online games,Media & Entertainment,M,China,1708230002206,,0.0,1500.0,1944,1952
,,Xue Min,Xue,xue-min,no-pic,,,,,,,,Hubei,67,Healthcare,Healthcare,M,China,1708230002206,,0.0,4030.641,747,747
,,Yadu Hari Dalmia & family,Dalmia,yadu-hari-dalmia,no-pic,,,,,,,,,76,Cement,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/615b1f1a66f988bcda75d1f6/416x416.jpg?background=000000&cropX1=0&cropX2=1009&cropY1=31&cropY2=1039,0.0,2880.405,1101,1101
,,Yang Tingdong,Yang,yang-tingdong,no-pic,,,,,,,,Jiangsu,63,Brewery,Food & Beverage,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5c6f2064a7ea431000431998/416x416.jpg?background=000000&cropX1=335&cropX2=2336&cropY1=190&cropY2=2192,0.0,1105.67,2407,2407
,,Yang Weidong & family,Yang,yang-weidong-1,no-pic,,,,,,,,Zhejiang,55,Chemicals,Manufacturing,M,China,1708230002206,,0.0,2180.431,1426,1426
,,Yang Xuegang,Yang,yang-xuegang,no-pic,,,,,,,,Beijing,59,Coking,Manufacturing,M,China,1708230002206,,0.0,1444.924,2007,2007
,,Yao Hsiao Tung,Yao,yao-hsiao-tung,yao-hsiao-tung,,,,,,,,,84,manufacturing,Manufacturing,M,Singapore,1708230002206,//specials-images.forbesimg.com/imageserve/5d6011f395808800097db391/416x416.jpg?background=000000&cropX1=2086&cropX2=3572&cropY1=234&cropY2=1718,0.0,1163.817,2332,2332
,,Ye Chenghai & family,Ye,ye-chenghai,ye-chenghai,,,,,,,,Hong Kong,80,Pharmaceuticals,Healthcare,M,Hong Kong,1708230002206,//specials-images.forbesimg.com/imageserve/f4143f928bec51caf481ad44beb7d878/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=180&cropY2=923,0.0,2601.973,1219,1219
,,Ye Guofu,Ye,ye-guofu,no-pic,,,,,,,,Guangdong,46,Retail,Fashion & Retail,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/603e8af3c4ddcfbbdfa14153/416x416.jpg?background=000000&cropX1=236&cropX2=1154&cropY1=19&cropY2=938,0.0,1212.03,2274,2274
,,Yeh Kuo-I,Yeh,yeh-kuo-i,no-pic,,,,,,,,,82,Manufacturing ,Manufacturing,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/63a0cf75c894b4f0c7e821c1/416x416.jpg?background=000000&cropX1=2&cropX2=681&cropY1=0&cropY2=679,0.0,1776.597,1697,1697
,,Yogesh Kothari,Kothari,yogesh-kothari,no-pic,,,,,,,,,75,Specialty chemicals,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/615e14b94234caafdd878539/416x416.jpg?background=000000&cropX1=0&cropX2=3171&cropY1=90&cropY2=3261,0.0,1037.411,2498,2498
,,Yoo Jung-hyun,Yoo,yoo-jung-hyun,no-pic-female,,,,,,,,,54,Online games,Media & Entertainment,F,South Korea,1708230002206,,0.0,2326.276,1347,1347
,,Yoshiaki Yoshida,Yoshida,yoshiaki-yoshida,no-pic,,,,,,,,,83,cosmetics,Fashion & Retail,M,Japan,1708230002206,,0.0,1437.748,2017,2017
,,Yu Lili,Yu,yu-lili,no-pic-female,,,,,,,,Hunan,56,Electronic components,Manufacturing,F,China,1708230002206,,0.0,1195.649,2294,2294
,,Yuji Otsuka,Otsuka,yuji-otsuka-1,no-pic,,,,,,,,,70,"Copy machines, software",Technology,M,Japan,1708230002206,,0.0,2972.022,1067,1067
,,Yusuf Hamied,Hamied,yusuf-hamied,yusuf-hamied,,,,,,,,,87,Pharmaceuticals,Healthcare,M,India,1708230002206,http://specials-images.forbesimg.com/imageserve/57d88a054bbe6f6781c4f094/416x416.jpg?background=000000&cropX1=43&cropX2=744&cropY1=0&cropY2=701,0.0,2823.462,1117,1117
,,Yves-Loic Martin,Martin,yves-loic-martin,no-pic,,,,,,,,,58,Laboratory services,Healthcare,M,France,1708230002206,,0.0,1195.978,2293,2293
,,Zachary Stern,Stern,zachary-stern,no-pic,,,,,,,WY,Wyoming,42,Liquor,Food & Beverage,M,United States,1708230002206,,0.0,1178.809,2310,2310
,,Zbigniew Juroszek & family,Juroszek,zbigniew-juroszek,no-pic,,,,,,,,,61,"Real estate, gambling",Diversified,M,Poland,1708230002206,https://specials-images.forbesimg.com/imageserve/606dd027c57d33c71827fbec/416x416.jpg?background=000000&cropX1=1216&cropX2=2021&cropY1=198&cropY2=1003,0.0,1820.887,1661,1661
,,Zhang Congyuan,Zhang,zhang-congyuan,no-pic,,,,,,,,,76,Shoes,Fashion & Retail,M,Taiwan,1708230002206,,0.0,8626.724,276,276
,,Zhang Gongyun,Zhang,zhang-gongyun,no-pic,,,,,,,,Shandong,61,Tyre manufacturing machinery,Manufacturing,M,China,1708230002206,,0.0,1167.941,2326,2326
,,Zhang Hejun,Zhang,zhang-hejun,no-pic,,,,,,,,Zhejiang,72,Electronics,Manufacturing,M,China,1708230002206,,0.0,2857.758,1107,1107
,,Zhang Jian,Zhang,zhang-jian,no-pic,,,,,,,,Tianjin,55,"Electric bikes, scooters",Manufacturing,M,China,1708230002206,,0.0,2589.695,1229,1229
,,Zhang Jingzhang & family,Zhang,zhang-jingzhang,no-pic,,,,,,,,Zhejiang,88,Precision machinery,Manufacturing,M,China,1708230002206,,0.0,1837.118,1652,1652
,,Zhang Lei,Zhang,zhang-lei,zhang-lei,,,,,,,,,51,Investments,Finance & Investments,M,China,1708230002206,,0.0,2960.0,1072,1072
,,Zhang Liguo,Zhang,zhang-liguo,no-pic,,,,,,,,,60,skincare,Manufacturing,M,China,1708230002206,,0.0,1386.252,2076,2076
,,Zhang Ning,Zhang,zhang-ning,no-pic-female,,,,,,,,Shanghai,49,Chemicals,Manufacturing,F,Canada,1708230002206,,0.0,1480.485,1967,1967
,,Zhang Shilong & family,Zhang,zhang-shilong,no-pic,,,,,,,,Beijing,58,Semiconductor,Technology,M,China,1708230002206,,0.0,1209.454,2277,2277
,,Zhang Xinghai & family,Zhang,zhang-xinghai,no-pic,,,,,,,,Chongqing,61,Machinery,Manufacturing,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5a7d23ac4bbe6f2652f51271/416x416.jpg?background=000000&cropX1=4&cropX2=1645&cropY1=43&cropY2=1684,0.0,2243.722,1391,1391
,,Zhang Yubai,Zhang,zhang-yubai,no-pic,,,,,,,,Jiangsu,59,Wine,Food & Beverage,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5a8dfe6a4bbe6f2652f62d58/416x416.jpg?background=000000&cropX1=0&cropX2=720&cropY1=44&cropY2=764,0.0,1146.03,2354,2354
,,Zhao Fenggang,Zhao,zhao-fenggang,no-pic,,,,,,,,Fujian,58,Batteries,Energy,M,China,1708230002206,,0.0,1636.163,1820,1820
,,Zhao Hongfei,Zhao,zhao-hongfei,no-pic,,,,,,,,Beijing,49,Software,Technology,M,China,1708230002206,,0.0,1104.417,2409,2409
,,Zhao Lixin,Zhao,zhao-lixin,no-pic,,,,,,,,Shanghai,58,Electronics,Technology,M,China,1708230002206,,0.0,2905.751,1091,1091
,,Zhao Tongtong,Zhao,zhao-tongtong-1,no-pic-female,,,,,,,,,57,Hotels,Service,F,Canada,1708230002206,,0.0,1026.0,2512,2512
,,Zheng Xiaodong,Zheng,zheng-xiaodong,no-pic,,,,,,,,Shanghai,59,Manufacturing,Manufacturing,M,China,1708230002206,,0.0,1028.141,2507,2507
,,Zhou Hongyi,Zhou,zhou-hongyi,zhou-hongyi,,,,,,,,Beijing,53,Security software,Technology,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,1789.813,1691,1691
,,Zhou Liangzhang & family,Zhou,zhou-liangzhang,no-pic,,,,,,,,Zhejiang,61,electrical equipment,Manufacturing,M,China,1708230002206,,0.0,1098.417,2417,2417
,,Zhou Yahui,Zhou,zhou-yahui,no-pic,,,,,,,,Beijing,46,online games,Media & Entertainment,M,China,1708230002206,,0.0,1285.137,2197,2197
,,Zhu Xingming,Zhu,zhu-xingming,no-pic,,,,,,,,Guangdong,56,Electrical equipment,Manufacturing,M,China,1708230002206,,0.0,2378.933,1327,1327
,,Zhu Yan & family,Zhu,zhu-yan,no-pic-female,,,,,,,,Beijing,53,Real estate,Real Estate,F,China,1708230002206,,0.0,4167.312,722,722
,,Zhu Yi,Zhu,zhu-yi,no-pic,,,,,,,,Sichuan,60,Pharmaceuticals,Healthcare,M,China,1708230002206,,0.0,4882.694,593,593
,,Zhu Yiwen & family,Zhu,zhu-yiwen,no-pic,,,,,,,,Shanghai,60,Healthcare,Healthcare,M,China,1708230002206,,0.0,1019.557,2523,2523
,,Zhu Zhaojiang,Zhu,zhu-zhaojiang,no-pic,,,,,,,,Guangdong,50,Smartphones,Manufacturing,M,China,1708230002206,,0.0,1855.483,1640,1640
,,Zhuang Kuilong & family,Zhuang,zhuang-kuilong,no-pic,,,,,,,,Zhejiang,61,polyester,Manufacturing,M,China,1708230002206,,0.0,1070.565,2456,2456
,,Ziv Aviram,Aviram,ziv-aviram,ziv-aviram,,,,,,,,,65,Automotive technology,Automotive,M,Israel,1708230002206,,0.0,1291.0,2189,2189
,,Zsolt Felcsuti,Felcsuti,zsolt-felcsuti,no-pic,,,,,,,,,52,Manufacturing,Manufacturing,M,Hungary,1708230002206,,0.0,1252.345,2235,2235
,,Zygmunt Solorz,Solorz,zygmunt-solorz,no-pic,,,,,,,,,67,TV broadcasting,Media & Entertainment,M,Poland,1708230002206,//specials-images.forbesimg.com/imageserve/56cbd399e4b062f6b59a4865/416x416.jpg?background=000000&cropX1=0&cropX2=720&cropY1=3&cropY2=723,0.0,2122.407,1462,1462
1,1,Jeff Bezos,Bezos,jeff-bezos,jeff-bezos,113000.0,,,False,"CEO and Founder, Amazon",,WA,Washington,60,Amazon,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5bb22ae84bbe6f67d2e82e05/416x416.jpg?background=000000&cropX1=627&cropX2=1639&cropY1=129&cropY2=1142,0.0,190708.935,3,3
2,2,Bill Gates,Gates,bill-gates,bill-gates,98000.0,,,False,"Cofounder, Bill & Melinda Gates Foundation",,WA,Washington,68,Microsoft,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62d599ede3ff49f348f9b9b4/416x416.jpg?background=000000&cropX1=155&cropX2=976&cropY1=340&cropY2=1161,0.0,123981.757,7,7
